#,Date-Time,Temperature   (°C)
1,03/30/2026 20:24:13,
2,03/30/2026 20:24:14,17.20
3,03/30/2026 20:34:14,17.11
4,03/30/2026 20:44:14,17.03
5,03/30/2026 20:54:14,16.99
6,03/30/2026 21:04:14,16.90
7,03/30/2026 21:14:14,16.86
8,03/30/2026 21:24:14,16.77
9,03/30/2026 21:34:14,16.77
10,03/30/2026 21:44:14,16.73
11,03/30/2026 21:54:14,16.64
12,03/30/2026 22:04:14,16.64
13,03/30/2026 22:14:14,16.60
14,03/30/2026 22:24:14,16.51
15,03/30/2026 22:34:14,16.56
16,03/30/2026 22:44:14,16.51
17,03/30/2026 22:54:14,16.47
18,03/30/2026 23:04:14,16.47
19,03/30/2026 23:14:14,16.43
20,03/30/2026 23:24:14,16.39
21,03/30/2026 23:34:14,16.39
22,03/30/2026 23:44:14,16.34
23,03/30/2026 23:54:14,16.30
24,03/31/2026 00:04:14,16.30
25,03/31/2026 00:14:14,16.26
26,03/31/2026 00:24:14,16.30
27,03/31/2026 00:34:14,16.26
28,03/31/2026 00:44:14,16.26
29,03/31/2026 00:54:14,16.26
30,03/31/2026 01:04:14,16.21
31,03/31/2026 01:14:14,16.21
32,03/31/2026 01:24:14,16.21
33,03/31/2026 01:34:14,16.17
34,03/31/2026 01:44:14,16.17
35,03/31/2026 01:54:14,16.17
36,03/31/2026 02:04:14,16.21
37,03/31/2026 02:14:14,16.17
38,03/31/2026 02:24:14,16.17
39,03/31/2026 02:34:14,16.17
40,03/31/2026 02:44:14,16.13
41,03/31/2026 02:54:14,16.13
42,03/31/2026 03:04:14,16.13
43,03/31/2026 03:14:14,16.13
44,03/31/2026 03:24:14,16.08
45,03/31/2026 03:34:14,16.08
46,03/31/2026 03:44:14,16.08
47,03/31/2026 03:54:14,16.04
48,03/31/2026 04:04:14,16.08
49,03/31/2026 04:14:14,16.08
50,03/31/2026 04:24:14,16.08
51,03/31/2026 04:34:14,16.08
52,03/31/2026 04:44:14,16.04
53,03/31/2026 04:54:14,16.04
54,03/31/2026 05:04:14,16.04
55,03/31/2026 05:14:14,16.00
56,03/31/2026 05:24:14,16.00
57,03/31/2026 05:34:14,16.04
58,03/31/2026 05:44:14,16.00
59,03/31/2026 05:54:14,15.96
60,03/31/2026 06:04:14,16.00
61,03/31/2026 06:14:14,16.04
62,03/31/2026 06:24:14,16.04
63,03/31/2026 06:34:14,16.04
64,03/31/2026 06:44:14,16.00
65,03/31/2026 06:54:14,15.96
66,03/31/2026 07:04:14,16.00
67,03/31/2026 07:14:14,16.00
