"exp_rep","exp_date","acc_day","start_time","water_bath","thermometer","tube","pop","treatment","ctmax","datetime","acc_hours"
5,"8/22/2026",4,12:00:00,4,1,7,"OP","warming",36.8,2026-08-22 12:00:00,99
5,"8/22/2026",4,12:00:00,4,1,8,"CP","warming",36.6,2026-08-22 12:00:00,99
5,"8/22/2026",4,12:00:00,4,1,10,"CP","control",35.3,2026-08-22 12:00:00,99
5,"8/22/2026",4,12:00:00,4,1,11,"CP","control",36.2,2026-08-22 12:00:00,99
5,"8/22/2026",4,12:00:00,4,1,12,"CP","warming",36.7,2026-08-22 12:00:00,99
5,"8/25/2026",7,10:00:00,4,1,1,"CP","warming",37.1,2026-08-25 10:00:00,169
5,"8/25/2026",7,10:00:00,4,1,2,"CP","control",36.7,2026-08-25 10:00:00,169
5,"8/25/2026",7,10:00:00,4,1,3,"OP","control",35.9,2026-08-25 10:00:00,169
5,"8/25/2026",7,10:00:00,4,1,4,"OP","control",37.1,2026-08-25 10:00:00,169
5,"8/25/2026",7,10:00:00,4,1,5,"OP","warming",37,2026-08-25 10:00:00,169
5,"8/25/2026",7,10:00:00,4,1,6,"CP","control",36.8,2026-08-25 10:00:00,169
5,"8/25/2026",7,10:00:00,4,1,7,"OP","warming",37.2,2026-08-25 10:00:00,169
5,"8/25/2026",7,10:00:00,4,1,8,"OP","warming",37.4,2026-08-25 10:00:00,169
5,"8/25/2026",7,10:00:00,4,1,9,"CP","warming",36.3,2026-08-25 10:00:00,169
5,"8/25/2026",7,10:00:00,4,1,10,"OP","control",36.9,2026-08-25 10:00:00,169
5,"8/25/2026",7,10:00:00,4,1,12,"CP","control",35.6,2026-08-25 10:00:00,169
